ap_beacon_loss,ap_bitrate_media_mbps,ap_failed,ap_peer_tx_pkts,ap_pkts_rx,ap_pkts_tx,ap_retries,ap_rssi_media_dbm,app_dups,app_gaps,app_goodput_media_kbps,app_goodput_sustentado_kbps,app_lat_max_ms,app_lat_media_ms,app_lat_min_ms,app_lat_p50_ms,app_lat_p90_ms,app_lat_p99_ms,app_lat_p99_ms_all,app_msgs_total,app_perda_pct,arquivo,broker_clients,broker_msg_recv,broker_msg_sent,broker_pub_sent,broker_rx_kbps,broker_tx_kbps,carga,channel,det_acuracia_pct,det_classe_0_obs,det_classe_0_ok,det_classe_0_taxa_pct,det_classe_1_obs,det_classe_1_ok,det_classe_1_taxa_pct,det_classe_2_obs,det_classe_2_ok,det_classe_2_taxa_pct,det_classe_3_obs,det_classe_3_ok,det_classe_3_taxa_pct,det_corretas,det_n_total,dist_aps_m,experimento,falhas_assoc,fim_ts,inicio_ts,mem_antes_mb,n_app_csv,n_aps,n_stas_csv,protocolo,raio_m,raio_min_m,run,sensores_por_ap,sta_beacon_loss,sta_bitrate_media_mbps,sta_bytes_rx,sta_bytes_tx,sta_failed,sta_pkts_rx,sta_pkts_tx,sta_retries,sta_rssi_media_dbm,status,t0_ts,tempo_s,wall_s,warmup_s
0.0,14.166666666666666,0.0,60.0,120.0,64.0,0.0,-47.2,0,0,1.6966666666666668,1.9921,9.058700000000002,2.1033333333333335,0.5418999999999999,1.7,3.0797,6.6068500000000006,8.8056,60.0,0.0,/app/dados/experimentos/experimento_20260917_144838/raw/c10_run1,14,64.0,375.0,312.0,1.8081333333333331,6.725733333333333,10,3,84.0,6,6,100.0,12,6,50.0,5,3,60.0,27,27,100.0,42,50,150,experimento_20260917_144838,0,1789656723,1789656518,1480,3,1,10,mqtt,60,30,1,10,0.0,39.86666666666667,8060.0,24470.0,0.0,100.0,120.0,0.0,-47.2,ok,1789656662.8514137,60,204.7,10
